party,party_sentence,topic_code,coalition_sentence,similarity_score
SPD,"Wir werden das Entgelttransparenzgesetz so weiterentwickeln, dass es Unternehmen und Verwaltungen verpflichtet, Löhne und Gehälter im Sinne der Geschlechtergerechtigkeit zu überprüfen und Verfahren festzulegen, mit denen Ungleichheit bei der Entlohnung beseitigt wird, ohne dass sich Betroffene selbst darum kümmern müssen.",503,"Deshalb werden wir das Entgelttransparenzgesetz weiterentwickeln und die Durchsetzung stärken, indem wir Arbeitnehmerinnen und Arbeitnehmern ermöglichen, ihre individuellen Rechte durch Verbände im Wege der Prozessstandschaft geltend machen zu lassen.",0.8565997
SPD,"Ein nötiger Schritt ist, den besonders hoch verschuldeten Kommunen einmalig hohe Altschulden abzunehmen.",301,Wir wollen daher diese Kommunen von Altschulden entlasten.,0.85647947
SPD,"Damit vom Pfleger bis zur niedergelassenen Ärztin alle die digitale Transformation bewältigen können, sind flächendeckende Weiterbildungs- und Unterstützungsangebote unerlässlich.",504,"Damit die Beschäftigten des Gesundheitswesens die digitale Transformation bewältigen können, sind frühzeitige Weiterbildungsangebote unerlässlich.",0.8560691
SPD,"für die Zukunft der Mobilität,",411,"Mobilität Wir wollen die 2020er Jahre zu einem Aufbruch in der Mobilitätspolitik nutzen und eine nachhaltige, effiziente, barrierefreie, intelligente, innovative und für alle bezahlbare Mobilität ermöglichen.",0.856053
SPD,und auch Start-ups fördert.,402,"Start-up-, Gründungs- und Innovationsförderung Wir stärken die Start-up- und Gründerförderung.",0.8556201
SPD,strategisch wichtige Zukunftstechnologien entwickeln,411,Wir stärken strategische Technologiefelder z.,0.8555574
SPD,"Unser Ziel bleiben europaweit Löhne, die zum Leben reichen, daher begrüßen wir den Vorschlag für einen Rechtsrahmen für europäische Mindestlöhne.",701,Wir unterstützen den Vorschlag der EU-Kommission für eine Richtlinie über angemessene armutsfeste Mindestlöhne zur Stärkung des Tarifsystems.,0.85542285
SPD,Dafür werden wir unsere eigenen Klimaschutzverpflichtungen gemäß des Pariser Klimaabkommens einlösen und weiter steigern.,501,Unsere Klimaaußenpolitik wollen wir u. a. mit dem Klimakabinett kohärenter und stärker machen.,0.8551384
SPD,Die Schuldnerberatung werden wir stärken.,504,Wir wollen die Schuldner- und Insolvenzberatung ausbauen.,0.8550891
SPD,Wir setzen uns daher für die finanzielle und substanzielle Förderung der globalen Corona-Impfkampagne der Weltgesundheitsorganisation (COVAX) ein.,107,Wir unterstützen die globale COVID-19-Impfkampagne COVAX und stärken sie finanziell sowie durch schnelle Lieferung von Impfstoffen.,0.8547195
SPD,Den Schienengüterverkehr wollen wir ausbauen und modernisieren.,411,"Bahnverkehr Wir werden den Masterplan Schienenverkehr weiterentwickeln und zügiger umsetzen, den Schienengüterverkehr bis 2030 auf 25 Prozent steigern und die Verkehrsleistung im Personenverkehr verdoppeln.",0.85330254
SPD,"Deutschland soll 2030 über eine digitale Infrastruktur auf Weltniveau verfügen,",411,15 Digitale Innovationen und digitale Infrastruktur Deutschland braucht einen umfassenden digitalen Aufbruch.,0.85292035
SPD,Die europäische Zusammenarbeit werden wir ausbauen.,108,Wir werden den europäischen Pfeiler in der NATO stärken und uns für eine intensivere Zusammenarbeit zwischen NATO und EU einsetzen.,0.8528572
SPD,Ein leistungsfähiges Gesundheitssystem braucht eine stabile und solidarische Finanzierung.,504,Grundlage für all dies ist eine auf lange Sicht stabile Finanzierung des Gesundheitswesens und der Pflege.,0.8524105
SPD,"Wir sorgen dafür, dass Bund, Länder und Kommunen besser und schneller Hand in Hand arbeiten können.",303,"Wir streben eine engere, zielgenauere und verbindliche Kooperation zwischen Bund, Ländern und Kommunen an.",0.8521758
SPD,"Wir wollen Industrie- und Innovationsstandort bleiben,",410,"Wir werden die Innovations-, Investitions- und Wettbewerbsfähigkeit der Industrie stärken, um weiter Hochtechnologieland zu bleiben.",0.8518941
SPD,"Auch setzen wir uns ein für den Beginn von Verhandlungen zwischen den USA und Russland zur verifizierbaren, vollständigen Abrüstung im substrategischen Bereich mit dem Ziel, die in Europa und in Deutschland stationierten Atomwaffen endlich abzuziehen und zu vernichten.",105,Wir setzen uns für Verhandlungen zwischen den USA und Russland zur vollständigen Abrüstung im substrategischen Bereich ein.,0.8514042
SPD,und die sozialversicherungspflichtige Beschäftigung stärken und ausbauen.,504,"Die Zuverdienstmöglichkeiten werden wir verbessern mit dem Ziel, Anreize für sozialversicherungspflichtige Erwerbstätigkeit zu erhöhen.",0.8513975
SPD,Daneben führen wir eine neue Wohnungsgemeinnützigkeit ein und fördern damit ein zusätzliches nicht gewinnorientiertes Segment auf dem Wohnungsmarkt.,504,Wir werden zeitnah eine neue Wohngemeinnützigkeit mit steuerlicher Förderung und Investitionszulagen auf den Weg bringen und so eine neue Dynamik in den Bau und die dauerhafte Sozialbindung bezahlbaren Wohnraums erzeugen.,0.8513292
SPD,"Um Armut nachhaltig zu bekämpfen, setzen wir uns zudem für die Einrichtung eines globalen Fonds für soziale Basisschutzsysteme ein.",504,"Wir wollen hierfür auch ein internationales Finanzierungsinstrument (Global Fund for Social Protection) für diejenigen Länder, die keine ausreichenden Ressourcen zur Verfügung haben, unterstützen.",0.8507132
SPD,und das Parlament in seiner Kontrollfunktion stärken.,202.1,Wir werden daher das Parlament als Ort der Debatte und der Gesetzgebung stärken.,0.84948444
SPD,sowie auf der gesundheitlichen Bildung und damit einhergehend auf der Stärkung sexueller und reproduktiver Gesundheit und Rechte.,504,"Die gleichberechtigte politische, wirtschaftliche und soziale Teilhabe, die Stärkung sexueller und reproduktiver Gesundheit und Rechte von Frauen und Mädchen sowie der uneingeschränkte Zugang zu gleichwertiger Bildung und Gesundheitsversorgung sind für uns zentral.",0.8494783
SPD,"Wir wollen die Mittel bereitstellen, damit Kunst entstehen kann und Kultureinrichtungen allen offenstehen, vom Theater bis zum Musikclub, vom Museum bis zum soziokulturellen Zentrum, von der Bibliothek bis zur Musikschule.",502,Wir wollen die Musikspielstättenförderung weiterentwickeln und freie Kulturorte wie Galerien unterstützen.,0.8493372
SPD,Der Ausbau dieser Infrastrukturen muss dem Bedarf vorausgehen.,411,Für die vor uns liegenden Aufgaben braucht es Tempo beim Infrastrukturausbau.,0.84931827
SPD,"Es geht um Respekt und Wertschätzung der Arbeit und darum, sich mit eigener Arbeit eine gute eigenständige Absicherung im Alter zu schaffen und von dem erworbenen Lebensstandard nicht erheblich einzubüßen.",504,"Es geht darum, sich mit eigener Arbeit eine gute eigenständige Absicherung im Alter zu schaffen.",0.84619075
SPD,Die europäische Zusammenarbeit werden wir ausbauen.,108,"Wir werden sie weiter stärken, flexibilisieren, über Ressortgrenzen koordinieren und auf europäischer Ebene eng abstimmen.",0.8461642
SPD,Mit dem Umstieg auf erneuerbare Energien müssen wir Energie zugleich effizienter nutzen.,416.2,"Wir bringen neues Tempo in die Energiewende, indem wir Hürden für den Ausbau der Erneuerbaren Energien aus dem Weg räumen.",0.84615076
SPD,und uns für die Tarifbindung im Handwerk einsetzen.,701,Die Tarifbindung im Handwerk und Mittelstand wollen wir stärken.,0.8459979
SPD,Dazu werden wir die Gleichstellungsstrategie der Bundesregierung zu einem verbindlichen Fahrplan mit konkreten und wirksamen Maßnahmen für alle Politikbereiche weiterentwickeln.,503,"Wir werden die ressortübergreifende Gleichstellungsstrategie des Bundes weiterentwickeln, u. a. mit einem Gleichstellungs-Check künftiger Gesetze und Maßnahmen.",0.84592444
SPD,und das Parlament in seiner Kontrollfunktion stärken.,202.1,"Wir stärken und bauen die Kontrolle, insbesondere die parlamentarische, aller nachrichtendienstlichen Tätigkeiten des Bundes weiter aus.",0.84590197
SPD,"Wir werden die Erfahrungen mit Bürgerräten aufgreifen und es uns zur Aufgabe machen, neue Wege der unmittelbaren Beteiligung an staatlichen Entscheidungen zu gehen.",202.4,"Wir wollen die Entscheidungsfindung verbessern, indem wir neue Formen des Bürgerdialogs wie etwa Bürgerräte nutzen, ohne das Prinzip der Repräsentation aufzugeben.",0.84586126
SPD,Dafür werden wir den Periodischen Sicherheitsbericht wieder regelmäßig erarbeiten lassen.,605.1,Wir verankern den periodischen Sicherheitsbericht gesetzlich.,0.84533525
SPD,"Zudem werden wir die dualen akademischen Ausbildungswege und damit die Bedeutung der Professionalität in diesen Berufsfeldern stärken,",411,Zudem wollen wir die Durchlässigkeit von beruflicher und akademischer Bildung verbessern.,0.8450653
SPD,"Wir werden durch eine besondere Förderung der haushaltsnahen Dienstleistungen die Vereinbarkeit von Familie und Beruf verbessern, älteren Menschen helfen, möglichst lange in der eigenen Wohnung zu leben, Schwarzarbeit bekämpfen und den Personen, die bislang ohne Sozialversicherung in den privaten Haushalten arbeiten, eine Absicherung bei Arbeitsunfällen oder Krankheit geben.",504,"Haushaltsnahe Dienstleistungen Durch die Förderung haushaltsnaher Dienstleistungen unterstützen wir die Vereinbarung von Familie und Beruf, die Erwerbsbeteiligung von Ehe- und Lebenspartnern und schaffen gleichzeitig mehr sozialversicherte Arbeitsplätze.",0.84477127
SPD,Zugleich werden wir Investitionen in Wärmenetze und Quartierskonzepte staatlich fördern.,411,Wir werden uns für eine flächendeckende kommunale Wärmeplanung und den Ausbau der Wärmenetze einsetzen.,0.84464306
SPD,über eine vollständig und durchgängig digitalisierte Verwaltung,303,Wir bringen eine umfassende Digitalisierung der Verwaltung voran.,0.84433293
SPD,Wir werden eine entsprechende Regelung auch auf europäischer Ebene vorantreiben.,108,"Im nationalen Gesetzgebungsprozess wird wie bisher die Europakonformität geprüft, ebenso wie die Frage, ob geplante nationale Maßnahmen auf europäischer Ebene zielführender umgesetzt werden können.",0.84429526
SPD,"Um Armut nachhaltig zu bekämpfen, setzen wir uns zudem für die Einrichtung eines globalen Fonds für soziale Basisschutzsysteme ein.",504,Durch den Aufbau sozialer Sicherungssysteme wollen wir unsere Partnerländer aktiv im Kampf gegen Armut unterstützen.,0.84415203
SPD,Nehmen wir die Gestaltung des digitalen Wandels als demokratische Gesellschaft selbst in die Hand,411,"Moderner Staat und Demokratie Wir wollen einen grundlegenden Wandel hin zu einem ermöglichenden, lernenden und digitalen Staat, der vorausschauend für die Bürgerinnen und Bürger arbeitet.",0.84379256
SPD,Deutschland sollte als Beobachter bei der Vertragsstaatenkonferenz des Atomwaffenverbotsvertrags die Intentionen des Vertrages konstruktiv begleiten.,107,Im Lichte der Ergebnisse der Überprüfungskonferenz des NVV und in enger Absprache mit unseren Alliierten werden wir als Beobachter (nicht als Mitglied) bei der Vertragsstaatenkonferenz des Atomwaffenverbotsvertrages die Intention des Vertrages konstruktiv begleiten.,0.8437128
SPD,Sie verdienen Anerkennung und Respekt für ihre Arbeit.,605.1,Jede Arbeit verdient Respekt und Anerkennung.,0.8432839
SPD,"Der Bund wird durch Austauschprogramme seinen Beitrag leisten, damit alle neuen Busse und Bahnen bis 2030 in den Kommunen klimaneutral fahren",,"51 Damit alle neuen Busse einschließlich der Infrastrukturen möglichst zeitnah klimaneutral fahren, wird der Bund die bestehende Förderung verlängern und mittelstandsfreundlicher ausgestalten.",0.84293634
SPD,Deshalb wollen wir eine flächendeckende Umsetzung von Housing-First-Konzepten in den Städten und Kommunen voranbringen.,504,"Dafür starten wir einen Aufbruch in der Bau-, Wohnungs- und Stadtentwicklungspolitik.",0.84259135
SPD,In der Familie wird füreinander Verantwortung übernommen.,603,"Familie ist vielfältig und überall dort, wo Menschen Verantwortung füreinander übernehmen.",0.84246296
SPD,und das Parlament in seiner Kontrollfunktion stärken.,202.1,Wir werden das Parlament als Ort der Debatte und der Gesetzgebung stärken.,0.84205693
SPD,damit die Digitalisierung allen zugutekommen kann.,503,"Wir prüfen Wege hin zu einer besseren digitalen Teilhabe für alle, z.",0.84170777
SPD,und gerechte Steuersysteme unter angemessener Beteiligung auch der Eliten im Globalen Süden zu fördern und fordern.,503,"Wir treten für mehr globale Steuergerechtigkeit ein, gerade auch gegenüber dem globalen Süden.",0.8408341
SPD,"Wir wollen Deutschland zu einem führenden Start-up-Standort Europas machen,",402,"Wagniskapitalfinanzierung, Finanzmarkt Deutschland Deutschland soll führender Start-Up-Standort in Europa werden.",0.8405431
SPD,"Um die Spekulation mit Wohnraum einzudämmen, werden wir die Eigentümerstrukturen über ein zentrales Immobilienregister transparent machen.",403,"Wir werden das Datenbankgrundbuch mit dem Transparenzregister verknüpfen, um die Verschleierung der wahren Eigentümer von Immobilien zu beenden.",0.8404104
SPD,"Dabei gilt, je schneller der Ausbau der Stromerzeugung aus erneuerbaren Energien erfolgt",416.2,"Wir beschleunigen den massiven Ausbau der Erneuerbare Energien und die Errichtung moderner Gaskraftwerke, um den im Laufe der nächsten Jahre steigenden Strom- und Energiebedarf zu wettbewerbsfähigen Preisen zu decken.",0.84035903
SPD,und Rechtsstaatlichkeit schützen,202.1,Wir verteidigen unseren Rechtsstaat und sichern den Schutz unserer Bürgerinnen und Bürger.,0.84023887
SPD,Das Diskriminierungsverbot wegen der geschlechtlichen und sexuellen Identität werden wir in Art. 3 Abs. 3 GG aufnehmen.,503,121 Wir wollen den Gleichbehandlungsartikel des Grundgesetzes (Artikel 3 Absatz 3 GG) um ein Verbot der Diskriminierung wegen sexueller Identität ergänzen und den Begriff „Rasse“ im Grundgesetz ersetzen.,0.8401965
SPD,"Zusammen mit der Kapitalmarktunion soll durch die Vollendung der Bankenunion ein europäischer Kapitalmarkt geschaffen werden, der die wettbewerbsfähige Finanzierung europäischer Unternehmen sicherstellt.",108,"Bankenunion und Finanzmarktregulierung Wir streben an, die Bankenunion zu vollenden, um die europäische Volkswirtschaft und die globale Wettbewerbsfähigkeit deutscher und europäischer Institute zu stärken.",0.8399079
SPD,"Junge Menschen in Ausbildung sollen durch direkte, elternunabhängige Auszahlung des neuen Kindergeldes finanziell abgesichert werden",504,Der elternunabhängige Garantiebetrag im Rahmen der Kindergrundsicherung soll künftig direkt an volljährige Anspruchsberechtigte in Ausbildung und Studium ausgezahlt werden.,0.83989966
SPD,"Wir werden die Diversität und Geschlechtergerechtigkeit auch in Führungspositionen, Gremien und Jurys ausbauen.",503,Wir wollen Geschlechtergerechtigkeit und Vielfalt künftig in allen Förderprogrammen und Institutionen verankern und durchsetzen.,0.83989024
SPD,"Dafür werden wir eine attraktive, vergütete und schulgeldfreie Ausbildung schaffen, für mehr Ausbildungskapazitäten an Fachschulen und in den Studiengängen zur sozialen Arbeit und Kindheitspädagogik sorgen, mehr Karriereoptionen für die Fachkräfte schaffen und Beschäftigungsverhältnisse anstreben, die eine eigenständige Existenzsicherung ermöglichen.",701,Zusätzlich wollen wir eine Begabtenförderung in der beruflichen Bildung einführen.,0.8387762
SPD,"Damit schaffen wir die Voraussetzungen für ein souveränes Europa, das für soziale Gerechtigkeit, Wohlstand und Menschenrechte steht und sich geschlossen für eine gerechtere, friedlichere und nachhaltigere Welt einsetzt.",108,"Eine demokratisch gefestigte, handlungsfähige und strategisch souveräne EU ist die Grundlage für unseren Frieden und Wohlstand.",0.8387332
SPD,Die gemeinsamen Abkommen können das Fundament für eine umfassende Partnerschaft zwischen der EU und Großbritannien sein.,107,Eine weiterhin enge Partnerschaft Großbritanniens mit der EU ermöglicht auch die Umsetzung einer anspruchsvollen Agenda.,0.83851576
SPD,"Wir werden dafür sorgen, dass alle Kinder und Jugendlichen unabhängig von ihrer Herkunft die gleichen Chancen haben, das Bestmögliche aus ihrem Leben zu machen.",503,"Chancen für Kinder, starke Familien und beste Bildung ein Leben lang Wir wollen allen Menschen unabhängig von ihrer Herkunft beste Bildungschancen bieten, Teilhabe und Aufstieg ermöglichen und durch inklusive Bildung sichern.",0.83839685
